"cces_year","topic","q_code_common","q_code","q_label"
2012,"immigration","immig_legalize","CC322_1","Grant conditional legal status to undocumented"
2012,"immigration","immig_border","CC322_2","Increase border security between US-Mexico"
2012,"immigration","immig_police","CC322_3","Allow police questioning of suspected undocumented"
2012,"immigration","immig_employer","CC322_4","Sanction employers hiring undocumented"
2012,"immigration","immig_services","CC322_5","Prohibit services to immigrants"
2012,"abortion","abortion_scale","CC324","Support scale for access to abortion (1 = Never permit, 4 = Always allow)"
2012,"environment","enviro_vs_jobs","CC325","Preference scale between environmental protection and job availability (1=Environmental protection, 5=Job protection)"
2012,"other","gaymarriage_legalize","CC326","Support for legalizing gay marriage"
2012,"other","affirmativeaction","CC327","Opposition to affirmative action (1 = Support, 4 = Oppose)"
2012,"spending","spending_cuts_most","CC328","Most preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2012,"spending","spending_cuts_least","CC329","Least preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2012,"health care","healthcare_aca","CC332G","Repeal the Affordable Care Act"
2012,"military","military_oil","CC414_1","Approve of military ensuring oil supply"
2012,"military","military_terroristcamp","CC414_2","Approve of military to destroy terrorist camp"
2012,"military","military_genocide","CC414_3","Approve of military to intervene in genocide or civil war"
2012,"military","military_democracy","CC414_4","Approve of military to assist in spread democracy"
2012,"military","military_protectallies","CC414_5","Approve of military to protect US allies under attack"
2012,"military","military_helpun","CC414_6","Approve of military to help the United Nations uphold international law"
2012,"spending","spending_vs_tax","CC415r","Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)"
2012,"other","incometax_vs_salestax","CC416r","Preference scale from 0 (increase income tax) to 100 (increase sales tax)"
2012,NA,"case_id","V101","Respondent ID"
2012,"immigration","immig_deport",NA,"Identify and deport illegal immigrants"
2012,"immigration","immig_report",NA,"Withhold funding from police failing to report illegal immigrants"
2012,"immigration","immig_reduce",NA,"Reduce legal immigration by 50 percent"
2012,"immigration","immig_wall",NA,"Increase spending on border security, including building a wall"
2012,"abortion","abortion_always",NA,"Always allow abortion"
2012,"abortion","abortion_conditional",NA,"Allow abortion only under certain cases"
2012,"abortion","abortion_20weeks",NA,"Ban abortion after 20 weeks"
2012,"abortion","abortion_coverage",NA,"Employer coverage of abortion"
2012,"abortion","abortion_expenditures",NA,"Prohibit expenditures for abortion"
2012,"abortion","abortion_prohibition",NA,"Total prohibition of abortion"
2012,"environment","enviro_carbon",NA,"Allow EPA to regulate carbon dioxide emissions"
2012,"environment","enviro_mpg_raise",NA,"Raise average fuel efficiency"
2012,"environment","enviro_mpg_lower",NA,"Lower average fuel efficiency"
2012,"environment","enviro_renewable",NA,"Require states use a minimum amount of renewable fuels"
2012,"environment","enviro_airwateracts",NA,"Strengthen EPA enforcement of Clean Air and Water acts"
2012,"guns","guns_bgchecks",NA,"Background checks for guns for all sales"
2012,"guns","guns_names",NA,"Prohibit state and local publishing gun owner names"
2012,"guns","guns_assaultban",NA,"Ban assault rifles"
2012,"guns","guns_permits",NA,"Ease ability to obtain concealed-carry permits"
2012,"spending","spending_welfare",NA,"Spending preferences on welfare (1 = Increase, 3 = Maintain, 5 = Decrease)"
2012,"spending","spending_healthcare",NA,"Spending preferences on health care (1 = Increase, 3 = Maintain, 5 = Decrease)"
2012,"spending","spending_education",NA,"Spending preferences on education (1 = Increase, 3 = Maintain, 5 = Decrease)"
2012,"spending","spending_police",NA,"Spending preferences on law enforcement (1 = Increase, 3 = Maintain, 5 = Decrease)"
2012,"spending","spending_infrastructure",NA,"Spending preferences on transportation/infrastructure (1 = Increase, 3 = Maintain, 5 = Decrease)"
2012,"other","gaymarriage_scale",NA,"Opposition scale to gay marriage (1=Strongly support, 4=Strongly oppose)"
2012,"other","gaymarriage_ban",NA,"Amendment banning gay marriage"
2012,"other","affirmativeaction_scale",NA,"Opposition scale to affirmative action (1 = Strongly support, 7 = Strongly oppose)"
2012,"health care","healthcare_acamandate",NA,"Restore ACA mandate requiring everyone to be insured"
2012,"health care","healthcare_medicare",NA,"Provide Medicare for all Americans"
2012,"health care","healthcare_medicareage",NA,"Lower the eligibility age for Medicare from 65 to 50"
2012,"trade","trade_china",NA,"Tariffs on goods imported from China"
2012,"trade","trade_canmex_except",NA,"Tariffs on steel and aluminum EXCEPT from Canada and Mexico"
2012,"trade","trade_canmex_include",NA,"Tariffs on steel and aluminum INCLUDING from Canada and Mexico"
2013,NA,"case_id","caseid","Respondent ID"
2013,"guns","guns_bgchecks","CC13_320a","Background checks for guns for all sales"
2013,"guns","guns_names","CC13_320b","Prohibit state and local publishing gun owner names"
2013,"guns","guns_assaultban","CC13_320d","Ban assault rifles"
2013,"guns","guns_permits","CC13_320e","Ease ability to obtain concealed-carry permits"
2013,"spending","spending_vs_tax","CC13_323","Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)"
2013,"other","incometax_vs_salestax","CC13_324","Preference scale from 0 (increase income tax) to 100 (increase sales tax)"
2013,"spending","spending_cuts_most","CC13_331a","Most preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2013,"spending","spending_cuts_least","CC13_331b","Least preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2013,"military","military_oil","CC322_1","Approve of military ensuring oil supply"
2013,"military","military_terroristcamp","CC322_2","Approve of military to destroy terrorist camp"
2013,"military","military_genocide","CC322_3","Approve of military to intervene in genocide or civil war"
2013,"military","military_democracy","CC322_4","Approve of military to assist in spread democracy"
2013,"military","military_protectallies","CC322_5","Approve of military to protect US allies under attack"
2013,"military","military_helpun","CC322_6","Approve of military to help the United Nations uphold international law"
2013,"immigration","immig_legalize","CC326_1","Grant conditional legal status to undocumented"
2013,"immigration","immig_border","CC326_2","Increase border security between US-Mexico"
2013,"immigration","immig_police","CC326_3","Allow police questioning of suspected undocumented"
2013,"immigration","immig_employer","CC326_4","Sanction employers hiring undocumented"
2013,"immigration","immig_services","CC326_5","Prohibit services to immigrants"
2013,"abortion","abortion_scale","CC327","Support scale for access to abortion (1 = Never permit, 4 = Always allow)"
2013,"environment","enviro_vs_jobs","CC328","Preference scale between environmental protection and job availability (1=Environmental protection, 5=Job protection)"
2013,"other","gaymarriage_legalize","CC329","Support for legalizing gay marriage"
2013,"other","affirmativeaction","CC330","Opposition to affirmative action (1 = Support, 4 = Oppose)"
2013,"health care","healthcare_aca","CC332C","Repeal the Affordable Care Act"
2013,"immigration","immig_deport",NA,"Identify and deport illegal immigrants"
2013,"immigration","immig_report",NA,"Withhold funding from police failing to report illegal immigrants"
2013,"immigration","immig_reduce",NA,"Reduce legal immigration by 50 percent"
2013,"immigration","immig_wall",NA,"Increase spending on border security, including building a wall"
2013,"abortion","abortion_always",NA,"Always allow abortion"
2013,"abortion","abortion_conditional",NA,"Allow abortion only under certain cases"
2013,"abortion","abortion_20weeks",NA,"Ban abortion after 20 weeks"
2013,"abortion","abortion_coverage",NA,"Employer coverage of abortion"
2013,"abortion","abortion_expenditures",NA,"Prohibit expenditures for abortion"
2013,"abortion","abortion_prohibition",NA,"Total prohibition of abortion"
2013,"environment","enviro_scale",NA,"Opposition scale to climate change (1 = serious problem, 5 = not occuring)"
2013,"environment","enviro_carbon",NA,"Allow EPA to regulate carbon dioxide emissions"
2013,"environment","enviro_mpg_raise",NA,"Raise average fuel efficiency"
2013,"environment","enviro_mpg_lower",NA,"Lower average fuel efficiency"
2013,"environment","enviro_renewable",NA,"Require states use a minimum amount of renewable fuels"
2013,"environment","enviro_airwateracts",NA,"Strengthen EPA enforcement of Clean Air and Water acts"
2013,"guns","guns_scale",NA,"Restriction scale on gun sales (1 = More strict, 2 = Less strict, 3 = Same)"
2013,"spending","spending_welfare",NA,"Spending preferences on welfare (1 = Increase, 3 = Maintain, 5 = Decrease)"
2013,"spending","spending_healthcare",NA,"Spending preferences on health care (1 = Increase, 3 = Maintain, 5 = Decrease)"
2013,"spending","spending_education",NA,"Spending preferences on education (1 = Increase, 3 = Maintain, 5 = Decrease)"
2013,"spending","spending_police",NA,"Spending preferences on law enforcement (1 = Increase, 3 = Maintain, 5 = Decrease)"
2013,"spending","spending_infrastructure",NA,"Spending preferences on transportation/infrastructure (1 = Increase, 3 = Maintain, 5 = Decrease)"
2013,"other","gaymarriage_scale",NA,"Opposition scale to gay marriage (1=Strongly support, 4=Strongly oppose)"
2013,"other","gaymarriage_ban",NA,"Amendment banning gay marriage"
2013,"other","affirmativeaction_scale",NA,"Opposition scale to affirmative action (1 = Strongly support, 7 = Strongly oppose)"
2013,"health care","healthcare_acamandate",NA,"Restore ACA mandate requiring everyone to be insured"
2013,"health care","healthcare_medicare",NA,"Provide Medicare for all Americans"
2013,"health care","healthcare_medicareage",NA,"Lower the eligibility age for Medicare from 65 to 50"
2013,"trade","trade_china",NA,"Tariffs on goods imported from China"
2013,"trade","trade_canmex_except",NA,"Tariffs on steel and aluminum EXCEPT from Canada and Mexico"
2013,"trade","trade_canmex_include",NA,"Tariffs on steel and aluminum INCLUDING from Canada and Mexico"
2014,"guns","guns_bgchecks","CC14_320a","Background checks for guns for all sales"
2014,"guns","guns_names","CC14_320b","Prohibit state and local publishing gun owner names"
2014,"guns","guns_assaultban","CC14_320d","Ban assault rifles"
2014,"guns","guns_permits","CC14_320e","Ease ability to obtain concealed-carry permits"
2014,"immigration","immig_legalize","CC14_322_1","Grant conditional legal status to undocumented"
2014,"immigration","immig_border","CC14_322_2","Increase border security between US-Mexico"
2014,"immigration","immig_police","CC14_322_3","Allow police questioning of suspected undocumented"
2014,"immigration","immig_employer","CC14_322_4","Sanction employers hiring undocumented"
2014,"immigration","immig_deport","CC14_322_5","Identify and deport illegal immigrants"
2014,"abortion","abortion_always","CC14_323_1","Always allow abortion"
2014,"abortion","abortion_conditional","CC14_323_2","Allow abortion only under certain cases"
2014,"abortion","abortion_20weeks","CC14_323_3","Ban abortion after 20 weeks"
2014,"abortion","abortion_coverage","CC14_323_4","Employer coverage of abortion"
2014,"abortion","abortion_expenditures","CC14_323_5","Prohibit expenditures for abortion"
2014,"health care","healthcare_aca","CC14_324_1","Repeal the Affordable Care Act"
2014,"environment","enviro_carbon","CC14_326_1","Allow EPA to regulate carbon dioxide emissions"
2014,"environment","enviro_mpg_raise","CC14_326_2","Raise average fuel efficiency"
2014,"environment","enviro_renewable","CC14_326_3","Require states use a minimum amount of renewable fuels"
2014,"environment","enviro_airwateracts","CC14_326_4","Strengthen EPA enforcement of Clean Air and Water acts"
2014,"other","gaymarriage_legalize","CC14_327","Support for legalizing gay marriage"
2014,"other","affirmativeaction","CC14_328","Opposition to affirmative action (1 = Support, 4 = Oppose)"
2014,"spending","spending_cuts_most","CC14_329a","Most preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2014,"spending","spending_cuts_least","CC14_329b","Least preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2014,"military","military_oil","CC414_1","Approve of military ensuring oil supply"
2014,"military","military_terroristcamp","CC414_2","Approve of military to destroy terrorist camp"
2014,"military","military_genocide","CC414_3","Approve of military to intervene in genocide or civil war"
2014,"military","military_democracy","CC414_4","Approve of military to assist in spread democracy"
2014,"military","military_protectallies","CC414_5","Approve of military to protect US allies under attack"
2014,"military","military_helpun","CC414_6","Approve of military to help the United Nations uphold international law"
2014,"spending","spending_vs_tax","CC415r","Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)"
2014,"other","incometax_vs_salestax","CC416r","Preference scale from 0 (increase income tax) to 100 (increase sales tax)"
2014,"spending","spending_welfare","CC426_1","Spending preferences on welfare (1 = Increase, 3 = Maintain, 5 = Decrease)"
2014,"spending","spending_healthcare","CC426_2","Spending preferences on health care (1 = Increase, 3 = Maintain, 5 = Decrease)"
2014,"spending","spending_education","CC426_3","Spending preferences on education (1 = Increase, 3 = Maintain, 5 = Decrease)"
2014,"spending","spending_police","CC426_4","Spending preferences on law enforcement (1 = Increase, 3 = Maintain, 5 = Decrease)"
2014,"spending","spending_infrastructure","CC426_5","Spending preferences on transportation/infrastructure (1 = Increase, 3 = Maintain, 5 = Decrease)"
2014,NA,"case_id","V101","Respondent ID"
2014,"immigration","immig_services",NA,"Prohibit services to immigrants"
2014,"immigration","immig_report",NA,"Withhold funding from police failing to report illegal immigrants"
2014,"immigration","immig_reduce",NA,"Reduce legal immigration by 50 percent"
2014,"immigration","immig_wall",NA,"Increase spending on border security, including building a wall"
2014,"abortion","abortion_scale",NA,"Support scale for access to abortion (1 = Never permit, 4 = Always allow)"
2014,"abortion","abortion_prohibition",NA,"Total prohibition of abortion"
2014,"environment","enviro_scale",NA,"Opposition scale to climate change (1 = serious problem, 5 = not occuring)"
2014,"environment","enviro_mpg_lower",NA,"Lower average fuel efficiency"
2014,"guns","guns_scale",NA,"Restriction scale on gun sales (1 = More strict, 2 = Less strict, 3 = Same)"
2014,"other","gaymarriage_scale",NA,"Opposition scale to gay marriage (1=Strongly support, 4=Strongly oppose)"
2014,"other","gaymarriage_ban",NA,"Amendment banning gay marriage"
2014,"other","affirmativeaction_scale",NA,"Opposition scale to affirmative action (1 = Strongly support, 7 = Strongly oppose)"
2014,"environment","enviro_vs_jobs",NA,"Preference scale between environmental protection and job availability (1=Environmental protection, 5=Job protection)"
2014,"health care","healthcare_acamandate",NA,"Restore ACA mandate requiring everyone to be insured"
2014,"health care","healthcare_medicare",NA,"Provide Medicare for all Americans"
2014,"health care","healthcare_medicareage",NA,"Lower the eligibility age for Medicare from 65 to 50"
2014,"trade","trade_china",NA,"Tariffs on goods imported from China"
2014,"trade","trade_canmex_except",NA,"Tariffs on steel and aluminum EXCEPT from Canada and Mexico"
2014,"trade","trade_canmex_include",NA,"Tariffs on steel and aluminum INCLUDING from Canada and Mexico"
2015,"guns","guns_bgchecks","CC15_320a","Background checks for guns for all sales"
2015,"guns","guns_names","CC15_320b","Prohibit state and local publishing gun owner names"
2015,"guns","guns_assaultban","CC15_320c","Ban assault rifles"
2015,"guns","guns_permits","CC15_320d","Ease ability to obtain concealed-carry permits"
2015,"immigration","immig_legalize","CC15_321_1","Grant conditional legal status to undocumented"
2015,"immigration","immig_border","CC15_321_2","Increase border security between US-Mexico"
2015,"immigration","immig_police","CC15_321_3","Allow police questioning of suspected undocumented"
2015,"immigration","immig_employer","CC15_321_4","Sanction employers hiring undocumented"
2015,"immigration","immig_deport","CC15_321_5","Identify and deport illegal immigrants"
2015,"abortion","abortion_always","CC15_322a","Always allow abortion"
2015,"abortion","abortion_conditional","CC15_322b","Allow abortion only under certain cases"
2015,"abortion","abortion_20weeks","CC15_322c","Ban abortion after 20 weeks"
2015,"abortion","abortion_coverage","CC15_322d","Employer coverage of abortion"
2015,"abortion","abortion_expenditures","CC15_322e","Prohibit expenditures for abortion"
2015,"abortion","abortion_prohibition","CC15_322f","Total prohibition of abortion"
2015,"environment","enviro_carbon","CC15_323_1","Allow EPA to regulate carbon dioxide emissions"
2015,"environment","enviro_mpg_raise","CC15_323_2","Raise average fuel efficiency"
2015,"environment","enviro_renewable","CC15_323_3","Require states use a minimum amount of renewable fuels"
2015,"environment","enviro_airwateracts","CC15_323_4","Strengthen EPA enforcement of Clean Air and Water acts"
2015,"military","military_oil","CC15_324_1","Approve of military ensuring oil supply"
2015,"military","military_terroristcamp","CC15_324_2","Approve of military to destroy terrorist camp"
2015,"military","military_genocide","CC15_324_3","Approve of military to intervene in genocide or civil war"
2015,"military","military_democracy","CC15_324_4","Approve of military to assist in spread democracy"
2015,"military","military_protectallies","CC15_324_5","Approve of military to protect US allies under attack"
2015,"military","military_helpun","CC15_324_6","Approve of military to help the United Nations uphold international law"
2015,"other","gaymarriage_legalize","CC15_325","Support for legalizing gay marriage"
2015,"health care","healthcare_aca","CC15_327A","Repeal the Affordable Care Act"
2015,"spending","spending_vs_tax","CC15_331","Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)"
2015,"other","incometax_vs_salestax","CC15_332","Preference scale from 0 (increase income tax) to 100 (increase sales tax)"
2015,"spending","spending_cuts_most","CC15_333a","Most preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2015,"spending","spending_cuts_least","CC15_333b","Least preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2015,NA,"case_id","V101","Respondent ID"
2015,"immigration","immig_services",NA,"Prohibit services to immigrants"
2015,"immigration","immig_report",NA,"Withhold funding from police failing to report illegal immigrants"
2015,"immigration","immig_reduce",NA,"Reduce legal immigration by 50 percent"
2015,"immigration","immig_wall",NA,"Increase spending on border security, including building a wall"
2015,"abortion","abortion_scale",NA,"Support scale for access to abortion (1 = Never permit, 4 = Always allow)"
2015,"environment","enviro_scale",NA,"Opposition scale to climate change (1 = serious problem, 5 = not occuring)"
2015,"environment","enviro_mpg_lower",NA,"Lower average fuel efficiency"
2015,"guns","guns_scale",NA,"Restriction scale on gun sales (1 = More strict, 2 = Less strict, 3 = Same)"
2015,"spending","spending_welfare",NA,"Spending preferences on welfare (1 = Increase, 3 = Maintain, 5 = Decrease)"
2015,"spending","spending_healthcare",NA,"Spending preferences on health care (1 = Increase, 3 = Maintain, 5 = Decrease)"
2015,"spending","spending_education",NA,"Spending preferences on education (1 = Increase, 3 = Maintain, 5 = Decrease)"
2015,"spending","spending_police",NA,"Spending preferences on law enforcement (1 = Increase, 3 = Maintain, 5 = Decrease)"
2015,"spending","spending_infrastructure",NA,"Spending preferences on transportation/infrastructure (1 = Increase, 3 = Maintain, 5 = Decrease)"
2015,"other","gaymarriage_scale",NA,"Opposition scale to gay marriage (1=Strongly support, 4=Strongly oppose)"
2015,"other","gaymarriage_ban",NA,"Amendment banning gay marriage"
2015,"other","affirmativeaction_scale",NA,"Opposition scale to affirmative action (1 = Strongly support, 7 = Strongly oppose)"
2015,"other","affirmativeaction",NA,"Opposition to affirmative action (1 = Support, 4 = Oppose)"
2015,"environment","enviro_vs_jobs",NA,"Preference scale between environmental protection and job availability (1=Environmental protection, 5=Job protection)"
2015,"health care","healthcare_acamandate",NA,"Restore ACA mandate requiring everyone to be insured"
2015,"health care","healthcare_medicare",NA,"Provide Medicare for all Americans"
2015,"health care","healthcare_medicareage",NA,"Lower the eligibility age for Medicare from 65 to 50"
2015,"trade","trade_china",NA,"Tariffs on goods imported from China"
2015,"trade","trade_canmex_except",NA,"Tariffs on steel and aluminum EXCEPT from Canada and Mexico"
2015,"trade","trade_canmex_include",NA,"Tariffs on steel and aluminum INCLUDING from Canada and Mexico"
2016,"guns","guns_bgchecks","CC16_330a","Background checks for guns for all sales"
2016,"guns","guns_names","CC16_330b","Prohibit state and local publishing gun owner names"
2016,"guns","guns_assaultban","CC16_330d","Ban assault rifles"
2016,"guns","guns_permits","CC16_330e","Ease ability to obtain concealed-carry permits"
2016,"immigration","immig_legalize","CC16_331_1","Grant conditional legal status to undocumented"
2016,"immigration","immig_border","CC16_331_2","Increase border security between US-Mexico"
2016,"immigration","immig_employer","CC16_331_4","Sanction employers hiring undocumented"
2016,"immigration","immig_deport","CC16_331_7","Identify and deport illegal immigrants"
2016,"abortion","abortion_always","CC16_332a","Always allow abortion"
2016,"abortion","abortion_conditional","CC16_332b","Allow abortion only under certain cases"
2016,"abortion","abortion_20weeks","CC16_332c","Ban abortion after 20 weeks"
2016,"abortion","abortion_coverage","CC16_332d","Employer coverage of abortion"
2016,"abortion","abortion_expenditures","CC16_332e","Prohibit expenditures for abortion"
2016,"abortion","abortion_prohibition","CC16_332f","Total prohibition of abortion"
2016,"environment","enviro_carbon","CC16_333a","Allow EPA to regulate carbon dioxide emissions"
2016,"environment","enviro_mpg_raise","CC16_333b","Raise average fuel efficiency"
2016,"environment","enviro_renewable","CC16_333c","Require states use a minimum amount of renewable fuels"
2016,"environment","enviro_airwateracts","CC16_333d","Strengthen EPA enforcement of Clean Air and Water acts"
2016,"other","gaymarriage_legalize","CC16_335","Support for legalizing gay marriage"
2016,"health care","healthcare_aca","CC16_351I","Repeal the Affordable Care Act"
2016,"military","military_oil","CC16_414_1","Approve of military ensuring oil supply"
2016,"military","military_terroristcamp","CC16_414_2","Approve of military to destroy terrorist camp"
2016,"military","military_genocide","CC16_414_3","Approve of military to intervene in genocide or civil war"
2016,"military","military_democracy","CC16_414_4","Approve of military to assist in spread democracy"
2016,"military","military_protectallies","CC16_414_5","Approve of military to protect US allies under attack"
2016,"military","military_helpun","CC16_414_6","Approve of military to help the United Nations uphold international law"
2016,"spending","spending_vs_tax","CC16_415r","Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)"
2016,"other","incometax_vs_salestax","CC16_416r","Preference scale from 0 (increase income tax) to 100 (increase sales tax)"
2016,"spending","spending_welfare","CC16_426_1","Spending preferences on welfare (1 = Increase, 3 = Maintain, 5 = Decrease)"
2016,"spending","spending_healthcare","CC16_426_2","Spending preferences on health care (1 = Increase, 3 = Maintain, 5 = Decrease)"
2016,"spending","spending_education","CC16_426_3","Spending preferences on education (1 = Increase, 3 = Maintain, 5 = Decrease)"
2016,"spending","spending_police","CC16_426_4","Spending preferences on law enforcement (1 = Increase, 3 = Maintain, 5 = Decrease)"
2016,"spending","spending_infrastructure","CC16_426_5","Spending preferences on transportation/infrastructure (1 = Increase, 3 = Maintain, 5 = Decrease)"
2016,NA,"case_id","V101","Respondent ID"
2016,"immigration","immig_police",NA,"Allow police questioning of suspected undocumented"
2016,"immigration","immig_services",NA,"Prohibit services to immigrants"
2016,"immigration","immig_report",NA,"Withhold funding from police failing to report illegal immigrants"
2016,"immigration","immig_reduce",NA,"Reduce legal immigration by 50 percent"
2016,"immigration","immig_wall",NA,"Increase spending on border security, including building a wall"
2016,"abortion","abortion_scale",NA,"Support scale for access to abortion (1 = Never permit, 4 = Always allow)"
2016,"environment","enviro_scale",NA,"Opposition scale to climate change (1 = serious problem, 5 = not occuring)"
2016,"environment","enviro_mpg_lower",NA,"Lower average fuel efficiency"
2016,"guns","guns_scale",NA,"Restriction scale on gun sales (1 = More strict, 2 = Less strict, 3 = Same)"
2016,"other","gaymarriage_scale",NA,"Opposition scale to gay marriage (1=Strongly support, 4=Strongly oppose)"
2016,"other","gaymarriage_ban",NA,"Amendment banning gay marriage"
2016,"other","affirmativeaction_scale",NA,"Opposition scale to affirmative action (1 = Strongly support, 7 = Strongly oppose)"
2016,"other","affirmativeaction",NA,"Opposition to affirmative action (1 = Support, 4 = Oppose)"
2016,"environment","enviro_vs_jobs",NA,"Preference scale between environmental protection and job availability (1=Environmental protection, 5=Job protection)"
2016,"spending","spending_cuts_most",NA,"Most preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2016,"spending","spending_cuts_least",NA,"Least preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2016,"health care","healthcare_acamandate",NA,"Restore ACA mandate requiring everyone to be insured"
2016,"health care","healthcare_medicare",NA,"Provide Medicare for all Americans"
2016,"health care","healthcare_medicareage",NA,"Lower the eligibility age for Medicare from 65 to 50"
2016,"trade","trade_china",NA,"Tariffs on goods imported from China"
2016,"trade","trade_canmex_except",NA,"Tariffs on steel and aluminum EXCEPT from Canada and Mexico"
2016,"trade","trade_canmex_include",NA,"Tariffs on steel and aluminum INCLUDING from Canada and Mexico"
2017,"guns","guns_bgchecks","CC17_330a","Background checks for guns for all sales"
2017,"guns","guns_names","CC17_330b","Prohibit state and local publishing gun owner names"
2017,"guns","guns_assaultban","CC17_330c","Ban assault rifles"
2017,"guns","guns_permits","CC17_330d","Ease ability to obtain concealed-carry permits"
2017,"immigration","immig_legalize","CC17_331_1","Grant conditional legal status to undocumented"
2017,"immigration","immig_border","CC17_331_2","Increase border security between US-Mexico"
2017,"immigration","immig_police","CC17_331_3","Allow police questioning of suspected undocumented"
2017,"immigration","immig_employer","CC17_331_4","Sanction employers hiring undocumented"
2017,"immigration","immig_deport","CC17_331_5","Identify and deport illegal immigrants"
2017,"immigration","immig_wall","CC17_331_7","Increase spending on border security, including building a wall"
2017,"immigration","immig_report","CC17_331_8","Withhold funding from police failing to report illegal immigrants"
2017,"abortion","abortion_always","CC17_332a","Always allow abortion"
2017,"abortion","abortion_conditional","CC17_332b","Allow abortion only under certain cases"
2017,"abortion","abortion_20weeks","CC17_332c","Ban abortion after 20 weeks"
2017,"abortion","abortion_coverage","CC17_332d","Employer coverage of abortion"
2017,"abortion","abortion_expenditures","CC17_332e","Prohibit expenditures for abortion"
2017,"abortion","abortion_prohibition","CC17_332f","Total prohibition of abortion"
2017,"environment","enviro_carbon","CC17_333a","Allow EPA to regulate carbon dioxide emissions"
2017,"environment","enviro_mpg_raise","CC17_333b","Raise average fuel efficiency"
2017,"environment","enviro_renewable","CC17_333c","Require states use a minimum amount of renewable fuels"
2017,"environment","enviro_airwateracts","CC17_333d","Strengthen EPA enforcement of Clean Air and Water acts"
2017,"health care","healthcare_aca","CC17_340A","Repeal the Affordable Care Act"
2017,"spending","spending_vs_tax","CC17_343","Preference scale from 0 (increasing taxes) to 100 (spending cuts on education, health care, welfare and construction)"
2017,"other","incometax_vs_salestax","CC17_344","Preference scale from 0 (increase income tax) to 100 (increase sales tax)"
2017,"spending","spending_cuts_most","CC17_345a","Most preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2017,"spending","spending_cuts_least","CC17_345b","Least preferred spending cut option (1=Defense, 2=Domestic, 3=Raise taxes)"
2017,NA,"case_id","V101","Respondent ID"
2017,"immigration","immig_services",NA,"Prohibit services to immigrants"
2017,"immigration","immig_reduce",NA,"Reduce legal immigration by 50 percent"
2017,"abortion","abortion_scale",NA,"Support scale for access to abortion (1 = Never permit, 4 = Always allow)"
2017,"environment","enviro_scale",NA,"Opposition scale to climate change (1 = serious problem, 5 = not occuring)"
2017,"environment","enviro_mpg_lower",NA,"Lower average fuel efficiency"
2017,"guns","guns_scale",NA,"Restriction scale on gun sales (1 = More strict, 2 = Less strict, 3 = Same)"
2017,"spending","spending_welfare",NA,"Spending preferences on welfare (1 = Increase, 3 = Maintain, 5 = Decrease)"
2017,"spending","spending_healthcare",NA,"Spending preferences on health care (1 = Increase, 3 = Maintain, 5 = Decrease)"
2017,"spending","spending_education",NA,"Spending preferences on education (1 = Increase, 3 = Maintain, 5 = Decrease)"
2017,"spending","spending_police",NA,"Spending preferences on law enforcement (1 = Increase, 3 = Maintain, 5 = Decrease)"
2017,"spending","spending_infrastructure",NA,"Spending preferences on transportation/infrastructure (1 = Increase, 3 = Maintain, 5 = Decrease)"
2017,"other","gaymarriage_scale",NA,"Opposition scale to gay marriage (1=Strongly support, 4=Strongly oppose)"
2017,"other","gaymarriage_ban",NA,"Amendment banning gay marriage"
2017,"other","gaymarriage_legalize",NA,"Support for legalizing gay marriage"
2017,"other","affirmativeaction_scale",NA,"Opposition scale to affirmative action (1 = Strongly support, 7 = Strongly oppose)"
2017,"other","affirmativeaction",NA,"Opposition to affirmative action (1 = Support, 4 = Oppose)"
2017,"military","military_oil",NA,"Approve of military ensuring oil supply"
2017,"military","military_terroristcamp",NA,"Approve of military to destroy terrorist camp"
2017,"military","military_genocide",NA,"Approve of military to intervene in genocide or civil war"
2017,"military","military_democracy",NA,"Approve of military to assist in spread democracy"
2017,"military","military_protectallies",NA,"Approve of military to protect US allies under attack"
2017,"military","military_helpun",NA,"Approve of military to help the United Nations uphold international law"
2017,"environment","enviro_vs_jobs",NA,"Preference scale between environmental protection and job availability (1=Environmental protection, 5=Job protection)"
2017,"health care","healthcare_acamandate",NA,"Restore ACA mandate requiring everyone to be insured"
2017,"health care","healthcare_medicare",NA,"Provide Medicare for all Americans"
2017,"health care","healthcare_medicareage",NA,"Lower the eligibility age for Medicare from 65 to 50"
2017,"trade","trade_china",NA,"Tariffs on goods imported from China"
